|Grain|Grain Mill Products|Farm Products (excl. Grain)|Food Products|Chemicals|Petroleum & Petroleum Products|Primary Metal Products|Primary Forest Products|Lumber & Wood Products|Pulp & Paper Products|Non-Metallic Minerals (incl. Phosphates)|Crushed Stone, Sand & Gravel|Stone, Clay & Glass Products|Iron & Steel Scrap|Waste & Nonferrous Scrap|Motor Vehicles and Parts|Metallic Ores|Coal|Coke|All Other Carloads|Total Carloads|Trailers|Containers|Total Intermodal|Total Traffic|Non‐Metallic Minerals (incl. Phosphates)|Primary Forest Products*|Farm Products, Ex. Grain|Food & Kindred Products|Petroleum Products|Metals & Products|Pulp, Paper & Allied Products|Phosphate (Phospate Rock)|Automotive (Motor Vehicles & Equip.)|Military, Machinery & Transportation Equipment
Week 34 QTD pct-change|19.1|11.0|20.3|8.9|2.8|35.4|16.3|19.8|1.7|10.7||1.1|4.4|6.9|14.8|0.6|34.8|20.7|24.6|12.5|11.3|23.1|6.6|7.4|9.7|0.4|||||||||
Week 34 2016 YTD|102539.0|68668.0|7030.0|73658.0|356374.0|109683.0|90092.0|18467.0|39055.0|94707.0||153682.0|80109.0|45194.0|90409.0|307335.0|39759.0|480517.0|34646.0|48713.0|2352489.0|70407.0|1725185.0|1795592.0|4148081.0|111852.0|||||||||
Week 34 2015 YTD|115522.0|73456.0|8957.0|76154.0|362816.0|149864.0|106669.0|21457.0|39890.0|105431.0||149974.0|82273.0|47115.0|77653.0|290939.0|54530.0|667959.0|38130.0|46445.0|2635377.0|88825.0|1750931.0|1839756.0|4475133.0|120143.0|||||||||
Week 34 YTD pct-change|11.2|6.5|21.5|3.3|1.8|26.8|15.5|13.9|2.1|10.2||2.5|2.6|4.1|16.4|5.6|27.1|28.1|9.1|4.9|10.7|20.7|1.5|2.4|7.3|6.9|||||||||
Week 33 2016|2554.0|1849.0|120.0|2013.0|10161.0|3279.0|2513.0|386.0|1245.0|2785.0||5387.0|2426.0|1323.0|2761.0|9174.0|1037.0|15825.0|949.0|1299.0|70424.0|1917.0|50807.0|52724.0|123148.0|3338.0|||||||||
Week 33 2015|2612.0|2256.0|213.0|2198.0|10263.0|4765.0|3334.0|690.0|1204.0|3189.0||4856.0|2354.0|1317.0|2455.0|9050.0|1800.0|18745.0|1010.0|1388.0|77074.0|2587.0|55487.0|58074.0|135148.0|3375.0|||||||||
Week 33 pct-change|2.2|18.0|43.7|8.4|1.0|31.2|24.6|44.1|3.4|12.7||10.9|3.1|0.5|12.5|1.4|42.4|15.6|6.0|6.4|8.6|25.9|8.4|9.2|8.9|1.1|||||||||
Week 33 2016 QTD|19263.0|13385.0|1209.0|14840.0|69870.0|20311.0|18631.0|3586.0|8107.0|19055.0||36681.0|16871.0|8726.0|19851.0|57066.0|8501.0|101070.0|6191.0|9766.0|476582.0|13518.0|347770.0|361288.0|837870.0|23602.0|||||||||
Week 33 2015 QTD|23383.0|14942.0|1586.0|15907.0|72060.0|30845.0|21987.0|4625.0|8091.0|21524.0||36966.0|17712.0|9394.0|17359.0|57344.0|13087.0|128976.0|8248.0|10191.0|538218.0|17621.0|371369.0|388990.0|927208.0|23991.0|||||||||
Week 33 QTD pct-change|17.6|10.4|23.8|6.7|3.0|34.2|15.3|22.5|0.2|11.5||0.8|4.7|7.1|14.4|0.5|35.0|21.6|24.9|4.2|11.5|23.3|6.4|7.1|9.6|1.6|||||||||
Week 33 2016 YTD|100385.0|66796.0|6851.0|71776.0|346107.0|106997.0|87462.0|17861.0|37957.0|91820.0||148670.0|77653.0|43932.0|87446.0|297420.0|38840.0|463537.0|33738.0|47816.0|2281242.0|68440.0|1674051.0|1742491.0|4023733.0|108178.0|||||||||
Week 33 2015 YTD|112418.0|71251.0|8801.0|73706.0|352448.0|145112.0|103248.0|20855.0|38613.0|102379.0||144769.0|79766.0|45782.0|75147.0|281675.0|53170.0|648158.0|36966.0|44451.0|2555685.0|86319.0|1695121.0|1781440.0|4337125.0|116970.0|||||||||
Week 33 YTD pct-change|10.7|6.3|22.2|2.6|1.8|26.3|15.3|14.4|1.7|10.3||2.7|2.6|4.0|16.4|5.6|27.0|28.5|8.7|7.6|10.7|20.7|1.2|2.2|7.2|7.5|||||||||
Week 32 2016|2848.0|1992.0|203.0|2019.0|9670.0|2867.0|2676.0|482.0|1141.0|2823.0||5624.0|2575.0|1304.0|2696.0|8435.0|1014.0|15113.0|814.0|1424.0|69192.0|1975.0|49848.0|51823.0|121015.0|3472.0|||||||||
Week 32 2015|2344.0|1877.0|226.0|2475.0|10079.0|4439.0|3133.0|629.0|1170.0|3054.0||5583.0|2514.0|1349.0|2553.0|8686.0|1811.0|19556.0|1124.0|1563.0|77257.0|2547.0|54038.0|56585.0|133842.0|3092.0|||||||||
Week 32 pct-change|21.5|6.1|10.2|18.4|4.1|35.4|14.6|23.4|2.5|7.6||0.7|2.4|3.3|5.6|2.9|44.0|22.7|27.6|8.9|10.4|22.5|7.8|8.4|9.6|12.3|||||||||
Week 32 2016 QTD|16709.0|11536.0|1089.0|12827.0|59709.0|17032.0|16118.0|3200.0|6862.0|16270.0||31294.0|14445.0|7403.0|17090.0|47892.0|7464.0|85245.0|5242.0|8467.0|406158.0|11601.0|296963.0|308564.0|714722.0|20264.0|||||||||
Week 32 2015 QTD|20771.0|12686.0|1373.0|13709.0|61797.0|26080.0|18653.0|3935.0|6887.0|18335.0||32110.0|15358.0|8077.0|14904.0|48294.0|11287.0|110231.0|7238.0|8803.0|461144.0|15034.0|315882.0|330916.0|792060.0|20616.0|||||||||
Week 32 QTD pct-change|19.6|9.1|20.7|6.4|3.4|34.7|13.6|18.7|0.4|11.3||2.5|5.9|8.3|14.7|0.8|33.9|22.7|27.6|3.8|11.9|22.8|6.0|6.8|9.8|1.7|||||||||
Week 32 2016 YTD|97831.0|64947.0|6731.0|69763.0|335946.0|103718.0|84949.0|17475.0|36712.0|89035.0||143283.0|75227.0|42609.0|84685.0|288246.0|37803.0|447712.0|32789.0|46517.0|2210818.0|66523.0|1623244.0|1689767.0|3900585.0|104840.0|||||||||
Week 32 2015 YTD|109806.0|68995.0|8588.0|71508.0|342185.0|140347.0|99914.0|20165.0|37409.0|99190.0||139913.0|77412.0|44465.0|72692.0|272625.0|51370.0|629413.0|35956.0|43063.0|2478611.0|83732.0|1639634.0|1723366.0|4201977.0|113595.0|||||||||
Week 32 YTD pct-change|10.9|5.9|21.6|2.4|1.8|26.1|15.0|13.3|1.9|10.2||2.4|2.8|4.2|16.5|5.7|26.4|28.9|8.8|8.0|10.8|20.6|1.0|1.9|7.2|7.7|||||||||
Week 31 2016|1984.0|2031.0|214.0|2185.0|10269.0|2935.0|2791.0|589.0|1086.0|2670.0||5540.0|2390.0|999.0|2809.0|8843.0|1467.0|15117.0|771.0|1241.0|69485.0|2000.0|51147.0|53147.0|122632.0|3554.0|||||||||
Week 31 2015|3697.0|2224.0|212.0|2372.0|10588.0|4664.0|2811.0|710.0|1044.0|3106.0||5284.0|2552.0|1052.0|2207.0|8847.0|1964.0|18386.0|1206.0|1468.0|77743.0|2404.0|54211.0|56615.0|134358.0|3349.0|||||||||
Week 31 pct-change|46.3|8.7|0.9|7.9|3.0|37.1|0.7|17.0|4.0|14.0||4.8|6.3|5.0|27.3|0.0|25.3|17.8|36.1|15.5|10.6|16.8|5.7|6.1|8.7|6.1|||||||||
Week 31 2016 QTD|13861.0|9544.0|886.0|10808.0|50039.0|14165.0|13442.0|2718.0|5721.0|13447.0||25670.0|11870.0|6099.0|14394.0|39457.0|6450.0|70132.0|4428.0|7043.0|336966.0|9626.0|247115.0|256741.0|593707.0|16792.0|||||||||
Week 31 2015 QTD|18427.0|10809.0|1147.0|11234.0|51718.0|21641.0|15520.0|3306.0|5717.0|15281.0||26527.0|12844.0|6728.0|12351.0|39608.0|9476.0|90675.0|6114.0|7240.0|383887.0|12487.0|261844.0|274331.0|658218.0|17524.0|||||||||
Week 31 QTD pct-change|24.8|11.7|22.8|3.8|3.2|34.5|13.4|17.8|0.1|12.0||3.2|7.6|9.3|16.5|0.4|31.9|22.7|27.6|2.7|12.2|22.9|5.6|6.4|9.8|4.2|||||||||
Week 31 2016 YTD|94983.0|62955.0|6528.0|67744.0|326276.0|100851.0|82273.0|16993.0|35571.0|86212.0||137659.0|72652.0|41305.0|81989.0|279811.0|36789.0|432599.0|31975.0|45093.0|2141626.0|64548.0|1573396.0|1637944.0|3779570.0|101368.0|||||||||
Week 31 2015 YTD|107462.0|67118.0|8362.0|69033.0|332106.0|135908.0|96781.0|19536.0|36239.0|96136.0||134330.0|74898.0|43116.0|70139.0|263939.0|49559.0|609857.0|34832.0|41500.0|2401354.0|81185.0|1585596.0|1666781.0|4068135.0|110503.0|||||||||
Week 31 YTD pct-change|11.6|6.2|21.9|1.9|1.8|25.8|15.0|13.0|1.8|10.3||2.5|3.0|4.2|16.9|6.0|25.8|29.1|8.2|8.7|10.8|20.5|0.8|1.7|7.1|8.3|||||||||
Week 30 2016|3579.0|1797.0|136.0|2144.0|10128.0|2732.0|2926.0|559.0|1167.0|2649.0||5746.0|2389.0|1507.0|3022.0|8687.0|1173.0|16359.0|939.0|1505.0|72941.0|1998.0|51896.0|53894.0|126835.0|3797.0|||||||||
Week 30 2015|3364.0|2088.0|225.0|2218.0|9588.0|4486.0|3262.0|587.0|1174.0|3284.0||5254.0|2590.0|1631.0|2575.0|9278.0|1370.0|19957.0|1162.0|1454.0|78666.0|2674.0|55268.0|57942.0|136608.0|3119.0|||||||||
Week 30 pct-change|6.4|13.9|39.6|3.3|5.6|39.1|10.3|4.8|0.6|19.3||9.4|7.8|7.6|17.4|6.4|14.4|18.0|19.2|3.5|7.3|25.3|6.1|7.0|7.2|21.7|||||||||
Week 30 2016 QTD|11877.0|7513.0|672.0|8623.0|39770.0|11230.0|10651.0|2129.0|4635.0|10777.0||20130.0|9480.0|5100.0|11585.0|30614.0|4983.0|55015.0|3657.0|5802.0|267481.0|7626.0|195968.0|203594.0|471075.0|13238.0|||||||||
Week 30 2015 QTD|14730.0|8585.0|935.0|8862.0|41130.0|16977.0|12709.0|2596.0|4673.0|12175.0||21243.0|10292.0|5676.0|10144.0|30761.0|7512.0|72289.0|4908.0|5772.0|306144.0|10083.0|207633.0|217716.0|523860.0|14175.0|||||||||
Week 30 QTD pct-change|19.4|12.5|28.1|2.7|3.3|33.9|16.2|18.0|0.8|11.5||5.2|7.9|10.1|14.2|0.5|33.7|23.9|25.5|0.5|12.6|24.4|5.6|6.5|10.1|6.6|||||||||
Week 30 2016 YTD|92999.0|60924.0|6314.0|65559.0|316007.0|97916.0|79482.0|16404.0|34485.0|83542.0||132119.0|70262.0|40306.0|79180.0|270968.0|35322.0|417482.0|31204.0|43852.0|2072141.0|62548.0|1522249.0|1584797.0|3656938.0|97814.0|||||||||
Week 30 2015 YTD|103765.0|64894.0|8150.0|66661.0|321518.0|131244.0|93970.0|18826.0|35195.0|93030.0||129046.0|72346.0|42064.0|67932.0|255092.0|47595.0|591471.0|33626.0|40032.0|2323611.0|78781.0|1531385.0|1610166.0|3933777.0|107154.0|||||||||
Week 30 YTD pct-change|10.4|6.1|22.5|1.7|1.7|25.4|15.4|12.9|2.0|10.2||2.4|2.9|4.2|16.6|6.2|25.8|29.4|7.2|9.5|10.8|20.6|0.6|1.6|7.0|8.7|||||||||
Week 29 2016|2494.0|2020.0|191.0|2367.0|9768.0|2787.0|2829.0|553.0|1069.0|2667.0||5189.0|2374.0|1362.0|2844.0|7968.0|1411.0|13712.0|904.0|2118.0|68117.0|1867.0|51067.0|52934.0|121051.0|3490.0|||||||||
Week 29 2015|3898.0|2030.0|238.0|2163.0|10269.0|4138.0|3123.0|718.0|1163.0|2885.0||5405.0|2705.0|1442.0|2354.0|7815.0|2057.0|18987.0|1289.0|1826.0|78427.0|2563.0|53770.0|56333.0|134760.0|3922.0|||||||||
Week 29 pct-change|36.0|0.5|19.7|9.4|4.9|32.6|9.4|23.0|8.1|7.6||4.0|12.2|5.5|20.8|2.0|31.4|27.8|29.9|16.0|13.1|27.2|5.0|6.0|10.2|11.0|||||||||
Week 29 2016 QTD|8298.0|5716.0|536.0|6479.0|29642.0|8498.0|7725.0|1570.0|3468.0|8128.0||14384.0|7091.0|3593.0|8563.0|21927.0|3810.0|38656.0|2718.0|4297.0|194540.0|5628.0|144072.0|149700.0|344240.0|9441.0|||||||||
Week 29 2015 QTD|11366.0|6497.0|710.0|6644.0|31542.0|12491.0|9447.0|2009.0|3499.0|8891.0||15989.0|7702.0|4045.0|7569.0|21483.0|6142.0|52332.0|3746.0|4318.0|227478.0|7409.0|152365.0|159774.0|387252.0|11056.0|||||||||
Week 29 QTD pct-change|27.0|12.0|24.5|2.5|6.0|32.0|18.2|21.9|0.9|8.6||10.0|7.9|11.2|13.1|2.1|38.0|26.1|27.4|0.5|14.5|24.0|5.4|6.3|11.1|14.6|||||||||
Week 29 2016 YTD|89420.0|59127.0|6178.0|63415.0|305879.0|95184.0|76556.0|15845.0|33318.0|80893.0||126373.0|67873.0|38799.0|76158.0|262281.0|34149.0|401123.0|30265.0|42347.0|1999200.0|60550.0|1470353.0|1530903.0|3530103.0|94017.0|||||||||
Week 29 2015 YTD|100401.0|62806.0|7925.0|64443.0|311930.0|126758.0|90708.0|18239.0|34021.0|89746.0||123792.0|69756.0|40433.0|65357.0|245814.0|46225.0|571514.0|32464.0|38578.0|2244945.0|76107.0|1476117.0|1552224.0|3797169.0|104035.0|||||||||
Week 29 YTD pct-change|10.9|5.9|22.0|1.6|1.9|24.9|15.6|13.1|2.1|9.9||2.1|2.7|4.0|16.5|6.7|26.1|29.8|6.8|9.8|10.9|20.4|0.4|1.4|7.0|9.6|||||||||
Week 28 2016|2931.0|1960.0|157.0|2004.0|10357.0|3005.0|2362.0|533.0|1204.0|2687.0||4988.0|2455.0|1371.0|3006.0|7372.0|1361.0|14235.0|807.0|1143.0|67156.0|2004.0|49553.0|51557.0|118713.0|3218.0|||||||||
Week 28 2015|3742.0|2282.0|269.0|2349.0|10681.0|4023.0|3061.0|624.0|1128.0|2896.0||5525.0|2598.0|1431.0|2649.0|6701.0|2102.0|17596.0|1171.0|1491.0|75954.0|2395.0|50324.0|52719.0|128673.0|3635.0|||||||||
Week 28 pct-change|21.7|14.1|41.6|14.7|3.0|25.3|22.8|14.6|6.7|7.2||9.7|5.5|4.2|13.5|10.0|35.3|19.1|31.1|23.3|11.6|16.3|1.5|2.2|7.7|11.5|||||||||
Week 28 2016 QTD|5804.0|3696.0|345.0|4112.0|19874.0|5711.0|4896.0|1017.0|2399.0|5461.0||9195.0|4717.0|2231.0|5719.0|13959.0|2399.0|24944.0|1814.0|2179.0|126423.0|3761.0|93005.0|96766.0|223189.0|5951.0|||||||||
Week 28 2015 QTD|7468.0|4467.0|472.0|4481.0|21273.0|8353.0|6324.0|1291.0|2336.0|6006.0||10584.0|4997.0|2603.0|5215.0|13668.0|4085.0|33345.0|2457.0|2492.0|149051.0|4846.0|98595.0|103441.0|252492.0|7134.0|||||||||
Week 28 QTD pct-change|22.3|17.3|26.9|8.2|6.6|31.6|22.6|21.2|2.7|9.1||13.1|5.6|14.3|9.7|2.1|41.3|25.2|26.2|12.6|15.2|22.4|5.7|6.5|11.6|16.6|||||||||
Week 28 2016 YTD|86926.0|57107.0|5987.0|61048.0|296111.0|92397.0|73727.0|15292.0|32249.0|78226.0||121184.0|65499.0|37437.0|73314.0|254313.0|32738.0|387411.0|29361.0|40229.0|1931083.0|58683.0|1419286.0|1477969.0|3409052.0|90527.0|||||||||
Week 28 2015 YTD|96503.0|60776.0|7687.0|62280.0|301661.0|122620.0|87585.0|17521.0|32858.0|86861.0||118387.0|67051.0|38991.0|63003.0|237999.0|44168.0|552527.0|31175.0|36752.0|2166518.0|73544.0|1422347.0|1495891.0|3662409.0|100113.0|||||||||
Week 28 YTD pct-change|9.9|6.0|22.1|2.0|1.8|24.6|15.8|12.7|1.9|9.9||2.4|2.3|4.0|16.4|6.9|25.9|29.9|5.8|9.5|10.9|20.2|0.2|1.2|6.9|9.6|||||||||
Week 27 2016|2873.0|1736.0|188.0|2108.0|9517.0|2706.0|2534.0|484.0|1195.0|2774.0||4207.0|2262.0|860.0|2713.0|6587.0|1038.0|10709.0|1007.0|1036.0|59267.0|1757.0|43452.0|45209.0|104476.0|2733.0|||||||||
Week 27 2015|3726.0|2185.0|203.0|2132.0|10592.0|4330.0|3263.0|667.0|1208.0|3110.0||5059.0|2399.0|1172.0|2566.0|6967.0|1983.0|15749.0|1286.0|1001.0|73097.0|2451.0|48271.0|50722.0|123819.0|3499.0|||||||||
Week 27 pct-change|22.9|20.5|7.4|1.1|10.1|37.5|22.3|27.4|1.1|10.8||16.8|5.7|26.6|5.7|5.5|47.7|32.0|21.7|3.5|18.9|28.3|10.0|10.9|15.6|21.9|||||||||
Week 27 2016 QTD|2873.0|1736.0|188.0|2108.0|9517.0|2706.0|2534.0|484.0|1195.0|2774.0||4207.0|2262.0|860.0|2713.0|6587.0|1038.0|10709.0|1007.0|1036.0|59267.0|1757.0|43452.0|45209.0|104476.0|2733.0|||||||||
Week 27 2015 QTD|3726.0|2185.0|203.0|2132.0|10592.0|4330.0|3263.0|667.0|1208.0|3110.0||5059.0|2399.0|1172.0|2566.0|6967.0|1983.0|15749.0|1286.0|1001.0|73097.0|2451.0|48271.0|50722.0|123819.0|3499.0|||||||||
Week 27 QTD pct-change|22.9|20.5|7.4|1.1|10.1|37.5|22.3|27.4|1.1|10.8||16.8|5.7|26.6|5.7|5.5|47.7|32.0|21.7|3.5|18.9|28.3|10.0|10.9|15.6|21.9|||||||||
Week 27 2016 YTD|83995.0|55147.0|5830.0|59044.0|285754.0|89392.0|71365.0|14759.0|31045.0|75539.0||116196.0|63044.0|36066.0|70308.0|246941.0|31377.0|373176.0|28554.0|39086.0|1863927.0|56679.0|1369733.0|1426412.0|3290339.0|87309.0|||||||||
Week 27 2015 YTD|92761.0|58494.0|7418.0|59931.0|290980.0|118597.0|84524.0|16897.0|31730.0|83965.0||112862.0|64453.0|37560.0|60354.0|231298.0|42066.0|534931.0|30004.0|35261.0|2090564.0|71149.0|1372023.0|1443172.0|3533736.0|96478.0|||||||||
Week 27 YTD pct-change|9.5|5.7|21.4|1.5|1.8|24.6|15.6|12.7|2.2|10.0||3.0|2.2|4.0|16.5|6.8|25.4|30.2|4.8|10.8|10.8|20.3|0.2|1.2|6.9|9.5|||||||||
Week 26 2016|2784.0|2092.0|184.0|2304.0|9854.0|3288.0|3016.0|581.0|1176.0|2988.0||4904.0|2565.0|1484.0|3049.0|9796.0|1151.0|12081.0|1128.0|1896.0|69256.0|2028.0|51476.0|53504.0|122760.0|2935.0|||||||||
Week 26 2015|3003.0|2229.0|239.0|2183.0|10039.0|3705.0|3155.0|612.0|1194.0|3283.0||4641.0|2275.0|1298.0|2502.0|7288.0|2095.0|11747.0|893.0|1705.0|67876.0|2494.0|51473.0|53967.0|121843.0|3790.0|||||||||
Week 26 pct-change|7.3|6.1|23.0|5.5|1.8|11.3|4.4|5.1|1.5|9.0||5.7|12.7|14.3|21.9|34.4|45.1|2.8|26.3|11.2|2.0|18.7|0.0|0.9|0.8|22.6|||||||||
Week 26 2016 QTD|37827.0|26526.0|2594.0|29067.0|134436.0|39130.0|35835.0|7155.0|15813.0|35948.0||66367.0|32345.0|18415.0|37833.0|122728.0|14435.0|176342.0|12957.0|20857.0|907712.0|25780.0|669036.0|694816.0|1602528.0|41102.0|||||||||
Week 26 2015 QTD|42579.0|28261.0|3291.0|29210.0|137567.0|57612.0|40818.0|8066.0|15855.0|40390.0||63197.0|33418.0|19242.0|32789.0|118366.0|23608.0|253918.0|13463.0|19505.0|1028873.0|31892.0|687049.0|718941.0|1747814.0|47718.0|||||||||
Week 26 QTD pct-change|11.2|6.1|21.2|0.5|2.3|32.1|12.2|11.3|0.3|11.0||5.0|3.2|4.3|15.4|3.7|38.9|30.6|3.8|6.9|11.8|19.2|2.6|3.4|8.3|13.9|||||||||
Week 26 2016 YTD|81122.0|53411.0|5642.0|56936.0|276237.0|86686.0|68831.0|14275.0|29850.0|72765.0||111989.0|60782.0|35206.0|67595.0|240354.0|30339.0|362467.0|27547.0|38050.0|1804660.0|54922.0|1326281.0|1381203.0|3185863.0|84576.0|||||||||
Week 26 2015 YTD|89035.0|56309.0|7215.0|57799.0|280388.0|114267.0|81261.0|16230.0|30522.0|80855.0||107803.0|62054.0|36388.0|57788.0|224331.0|40083.0|519182.0|28718.0|34260.0|2017467.0|68698.0|1323752.0|1392450.0|3409917.0|92979.0|||||||||
Week 26 YTD pct-change|8.9|5.1|21.8|1.5|1.5|24.1|15.3|12.0|2.2|10.0||3.9|2.0|3.2|17.0|7.1|24.3|30.2|4.1|11.1|10.5|20.1|0.2|0.8|6.6|9.0|||||||||
Week 24 2016|3114.0|2051.0|197.0|2179.0|9955.0|3355.0|2806.0|480.0|1172.0|2872.0|2879.0|5274.0|2636.0|1454.0|3311.0|9962.0|1401.0|13111.0|960.0|1449.0|70618.0|1932.0|52354.0|54286.0|124904.0||||||||||
Week 24 2015|3088.0|2351.0|276.0|2215.0|10140.0|4316.0|3213.0|624.0|1259.0|3238.0|3836.0|4908.0|2531.0|1728.0|2460.0|9221.0|1717.0|20951.0|1119.0|1512.0|80703.0|2515.0|52902.0|55417.0|136120.0||||||||||
Week 24 pct-change|0.8|12.8|28.6|1.6|1.8|22.3|12.7|23.1|6.9|11.3|24.9|7.5|4.1|15.9|34.6|8.0|18.4|37.4|14.2|4.2|12.5|23.2|1.0|2.0|8.2||||||||||
Week 24 2016 QTD|32517.0|22254.0|2222.0|24583.0|114978.0|33065.0|29993.0|5990.0|13374.0|30086.0|35032.0|56110.0|27385.0|15390.0|31972.0|103161.0|12161.0|152093.0|10800.0|18145.0|771311.0|21631.0|564855.0|586486.0|1357797.0||||||||||
Week 24 2015 QTD|36077.0|24076.0|2840.0|24842.0|117472.0|49644.0|34581.0|6836.0|13465.0|33907.0|40150.0|53068.0|28548.0|16276.0|27766.0|101391.0|19451.0|223890.0|11406.0|16462.0|882148.0|26958.0|583373.0|610331.0|1492479.0||||||||||
Week 24 QTD pct-change|9.9|7.6|21.8|1.0|2.1|33.4|13.3|12.4|0.7|11.3|12.7|5.7|4.1|5.4|15.1|1.7|37.5|32.1|5.3|10.2|12.6|19.8|3.2|3.9|9.0||||||||||
Week 24 2016 YTD|75812.0|49139.0|5270.0|52452.0|256779.0|80621.0|62989.0|13110.0|27411.0|66903.0|78506.0|101732.0|55822.0|32181.0|61734.0|220787.0|28065.0|338218.0|25390.0|35338.0|1668259.0|50773.0|1222100.0|1272873.0|2941132.0||||||||||
Week 24 2015 YTD|82533.0|52124.0|6764.0|53431.0|260293.0|106299.0|75024.0|15000.0|28132.0|74372.0|85411.0|97674.0|57184.0|33422.0|52765.0|207356.0|35926.0|489154.0|26661.0|31217.0|1870742.0|63764.0|1220076.0|1283840.0|3154582.0||||||||||
Week 24 YTD pct-change|8.1|5.7|22.1|1.8|1.4|24.2|16.0|12.6|2.6|10.0|8.1|4.2|2.4|3.7|17.0|6.5|21.9|30.9|4.8|13.2|10.8|20.4|0.2|0.9|6.8||||||||||
Week 23 2016|2811.0|2128.0|204.0|2189.0|10006.0|2698.0|2477.0|558.0|1173.0|2713.0||5100.0|2531.0|1234.0|2926.0|9554.0|1061.0|12756.0|1035.0|1715.0|68027.0|2116.0|51153.0|53269.0|121296.0|3158.0|||||||||
Week 23 2015|3205.0|2071.0|277.0|2227.0|10550.0|4151.0|3107.0|619.0|1289.0|3032.0||4984.0|2682.0|1643.0|2708.0|9423.0|1946.0|19015.0|1254.0|1861.0|79413.0|2586.0|53502.0|56088.0|135501.0|3366.0|||||||||
Week 23 pct-change|12.3|2.8|26.4|1.7|5.2|35.0|20.3|9.9|9.0|10.5||2.3|5.6|24.9|8.1|1.4|45.5|32.9|17.5|7.8|14.3|18.2|4.4|5.0|10.5|6.2|||||||||
Week 23 2016 QTD|29403.0|20203.0|2025.0|22404.0|105023.0|29710.0|27187.0|5510.0|12202.0|27214.0||50836.0|24749.0|13936.0|28661.0|93199.0|10760.0|138982.0|9840.0|16696.0|700693.0|19699.0|512501.0|532200.0|1232893.0|32153.0|||||||||
Week 23 2015 QTD|32989.0|21725.0|2564.0|22627.0|107332.0|45328.0|31368.0|6212.0|12206.0|30669.0||48160.0|26017.0|14548.0|25306.0|92170.0|17734.0|202939.0|10287.0|14950.0|801445.0|24443.0|530471.0|554914.0|1356359.0|36314.0|||||||||
Week 23 QTD pct-change|10.9|7.0|21.0|1.0|2.2|34.5|13.3|11.3|0.0|11.3||5.6|4.9|4.2|13.3|1.1|39.3|31.5|4.3|11.7|12.6|19.4|3.4|4.1|9.1|11.5|||||||||
Week 23 2016 YTD|72698.0|47088.0|5073.0|50273.0|246824.0|77266.0|60183.0|12630.0|26239.0|64031.0||96458.0|53186.0|30727.0|58423.0|210825.0|26664.0|325107.0|24430.0|33889.0|1597641.0|48841.0|1169746.0|1218587.0|2816228.0|75627.0|||||||||
Week 23 2015 YTD|79445.0|49773.0|6488.0|51216.0|250153.0|101983.0|71811.0|14376.0|26873.0|71134.0||92766.0|54653.0|31694.0|50305.0|198135.0|34209.0|468203.0|25542.0|29705.0|1790039.0|61249.0|1167174.0|1228423.0|3018462.0|81575.0|||||||||
Week 23 YTD pct-change|8.5|5.4|21.8|1.8|1.3|24.2|16.2|12.1|2.4|10.0||4.0|2.7|3.1|16.1|6.4|22.1|30.6|4.4|14.1|10.7|20.3|0.2|0.8|6.7|7.3|||||||||
Week 22 2016|2770.0|1938.0|197.0|2250.0|9227.0|3130.0|2709.0|454.0|1151.0|2717.0||4945.0|2306.0|1125.0|2751.0|7899.0|915.0|12506.0|1101.0|1397.0|64921.0|1596.0|47697.0|49293.0|114214.0|3433.0|||||||||
Week 22 2015|3030.0|2407.0|235.0|2146.0|10340.0|4254.0|3475.0|628.0|1279.0|2929.0||5027.0|2752.0|1344.0|2723.0|9345.0|1640.0|18944.0|1234.0|1374.0|79414.0|2615.0|54817.0|57432.0|136846.0|4318.0|||||||||
Week 22 pct-change|8.6|19.5|16.2|4.8|10.8|26.4|22.0|27.7|10.0|7.2||1.6|16.2|16.3|1.0|15.5|44.2|34.0|10.8|1.7|18.2|39.0|13.0|14.2|16.5|20.5|||||||||
Week 22 2016 QTD|26592.0|18075.0|1821.0|20215.0|95017.0|27012.0|24710.0|4952.0|11029.0|24501.0||45736.0|22218.0|12702.0|25735.0|83645.0|9699.0|126226.0|8805.0|14981.0|632666.0|17583.0|461348.0|478931.0|1111597.0|28995.0|||||||||
Week 22 2015 QTD|29784.0|19654.0|2287.0|20400.0|96782.0|41177.0|28261.0|5593.0|10917.0|27637.0||43176.0|23335.0|12905.0|22598.0|82747.0|15788.0|183924.0|9033.0|13089.0|722032.0|21857.0|476969.0|498826.0|1220858.0|32948.0|||||||||
Week 22 QTD pct-change|10.7|8.0|20.4|0.9|1.8|34.4|12.6|11.5|1.0|11.3||5.9|4.8|1.6|13.9|1.1|38.6|31.4|2.5|14.5|12.4|19.6|3.3|4.0|8.9|12.0|||||||||
Week 22 2016 YTD|69887.0|44960.0|4869.0|48084.0|236818.0|74568.0|57706.0|12072.0|25066.0|61318.0||91358.0|50655.0|29493.0|55497.0|201271.0|25603.0|312351.0|23395.0|32174.0|1529614.0|46725.0|1118593.0|1165318.0|2694932.0|72469.0|||||||||
Week 22 2015 YTD|76240.0|47702.0|6211.0|48989.0|239603.0|97832.0|68704.0|13757.0|25584.0|68102.0||87782.0|51971.0|30051.0|47597.0|188712.0|32263.0|449188.0|24288.0|27844.0|1710626.0|58663.0|1113672.0|1172335.0|2882961.0|78209.0|||||||||
